Local time,Open,High,Low,Close,Volume
14.01.2022 14:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
14.01.2022 18:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
14.01.2022 22:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
15.01.2022 02:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
15.01.2022 06:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
15.01.2022 10:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
15.01.2022 14:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
15.01.2022 18:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
15.01.2022 22:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
16.01.2022 02:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
16.01.2022 06:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
16.01.2022 10:00:00.000 GMT-0800,1.25541,1.25541,1.25541,1.25541,0
16.01.2022 14:00:00.000 GMT-0800,1.25442,1.25580,1.25402,1.25489,13069.7902
16.01.2022 18:00:00.000 GMT-0800,1.25487,1.25495,1.25352,1.25429,8493.0901
16.01.2022 22:00:00.000 GMT-0800,1.25429,1.25485,1.25106,1.25112,15258.8897
17.01.2022 02:00:00.000 GMT-0800,1.25113,1.25370,1.25008,1.25295,14417.039799999999
17.01.2022 06:00:00.000 GMT-0800,1.25294,1.25368,1.25041,1.25130,17460.8904
17.01.2022 10:00:00.000 GMT-0800,1.25130,1.25251,1.25123,1.25209,3629.1899
17.01.2022 14:00:00.000 GMT-0800,1.25208,1.25243,1.24886,1.24911,7044.7401
17.01.2022 18:00:00.000 GMT-0800,1.24911,1.25346,1.24868,1.25189,18540.1894
17.01.2022 22:00:00.000 GMT-0800,1.25189,1.25301,1.24988,1.25255,27669.690499999997
18.01.2022 02:00:00.000 GMT-0800,1.25256,1.25268,1.24960,1.25083,19346.5
18.01.2022 06:00:00.000 GMT-0800,1.25082,1.25640,1.25074,1.25562,34010.220799999996
18.01.2022 10:00:00.000 GMT-0800,1.25562,1.25615,1.25039,1.25174,13312.3502
18.01.2022 14:00:00.000 GMT-0800,1.25175,1.25207,1.24941,1.25011,15096.2804
18.01.2022 18:00:00.000 GMT-0800,1.25010,1.25116,1.24875,1.25027,15868.7102
18.01.2022 22:00:00.000 GMT-0800,1.25027,1.25256,1.24793,1.24813,21534.720499999996
19.01.2022 02:00:00.000 GMT-0800,1.24815,1.24840,1.24514,1.24794,19894.2798
19.01.2022 06:00:00.000 GMT-0800,1.24793,1.25191,1.24781,1.24889,33380.708900000005
19.01.2022 10:00:00.000 GMT-0800,1.24888,1.25171,1.24853,1.25167,14727.300000000001
19.01.2022 14:00:00.000 GMT-0800,1.25159,1.25192,1.24940,1.25070,14209.3298
19.01.2022 18:00:00.000 GMT-0800,1.25068,1.25126,1.24927,1.24946,12549.580000000002
19.01.2022 22:00:00.000 GMT-0800,1.24946,1.24984,1.24839,1.24881,20235.550300000003
20.01.2022 02:00:00.000 GMT-0800,1.24879,1.24980,1.24771,1.24794,16940.309699999998
20.01.2022 06:00:00.000 GMT-0800,1.24791,1.24906,1.24537,1.24630,21654.9297
20.01.2022 10:00:00.000 GMT-0800,1.24625,1.25159,1.24581,1.25058,18257.389600000002
20.01.2022 14:00:00.000 GMT-0800,1.25074,1.25383,1.24991,1.25222,19913.61
20.01.2022 18:00:00.000 GMT-0800,1.25224,1.25373,1.25146,1.25187,16945.230199999998
20.01.2022 22:00:00.000 GMT-0800,1.25188,1.25356,1.25093,1.25258,20817.8095
21.01.2022 02:00:00.000 GMT-0800,1.25258,1.25333,1.25065,1.25183,21805.9702
21.01.2022 06:00:00.000 GMT-0800,1.25182,1.25568,1.25151,1.25538,39808.4796
21.01.2022 10:00:00.000 GMT-0800,1.25538,1.25888,1.25451,1.25855,18649.0496
21.01.2022 14:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
21.01.2022 18:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
21.01.2022 22:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
22.01.2022 02:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
22.01.2022 06:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
22.01.2022 10:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
22.01.2022 14:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
22.01.2022 18:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
22.01.2022 22:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
23.01.2022 02:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
23.01.2022 06:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
23.01.2022 10:00:00.000 GMT-0800,1.25855,1.25855,1.25855,1.25855,0
23.01.2022 14:00:00.000 GMT-0800,1.25825,1.25848,1.25625,1.25645,17291.1899
23.01.2022 18:00:00.000 GMT-0800,1.25646,1.25696,1.25551,1.25679,10995.4899
23.01.2022 22:00:00.000 GMT-0800,1.25679,1.26036,1.25673,1.25977,26015.3105
24.01.2022 02:00:00.000 GMT-0800,1.25980,1.26485,1.25966,1.26482,30853.6803
24.01.2022 06:00:00.000 GMT-0800,1.26481,1.27023,1.26348,1.26744,70372.7901
24.01.2022 10:00:00.000 GMT-0800,1.26744,1.26767,1.26235,1.26410,38785.6799
24.01.2022 14:00:00.000 GMT-0800,1.26411,1.26491,1.26192,1.26397,18182.1503
24.01.2022 18:00:00.000 GMT-0800,1.26398,1.26592,1.26358,1.26373,21184.6499
24.01.2022 22:00:00.000 GMT-0800,1.26370,1.26518,1.26285,1.26362,41294.21
25.01.2022 02:00:00.000 GMT-0800,1.26364,1.26554,1.26282,1.26429,33278.0293
25.01.2022 06:00:00.000 GMT-0800,1.26430,1.26698,1.26211,1.26280,65640.3497
25.01.2022 10:00:00.000 GMT-0800,1.26279,1.26340,1.25978,1.26334,28427.6294
25.01.2022 14:00:00.000 GMT-0800,1.26345,1.26350,1.26144,1.26145,18542.1504
25.01.2022 18:00:00.000 GMT-0800,1.26142,1.26148,1.26001,1.26062,15285.9499
25.01.2022 22:00:00.000 GMT-0800,1.26064,1.26095,1.25703,1.25755,23531.360399999998
26.01.2022 02:00:00.000 GMT-0800,1.25753,1.25822,1.25601,1.25778,28009.8105
26.01.2022 06:00:00.000 GMT-0800,1.25779,1.26508,1.25652,1.25848,60018.7109
26.01.2022 10:00:00.000 GMT-0800,1.25848,1.26889,1.25810,1.26739,79368.16900000001
26.01.2022 14:00:00.000 GMT-0800,1.26741,1.27006,1.26569,1.26981,24830.769699999997
26.01.2022 18:00:00.000 GMT-0800,1.26984,1.27174,1.26915,1.27083,32968.880300000004
26.01.2022 22:00:00.000 GMT-0800,1.27083,1.27276,1.26666,1.26707,41586.15
27.01.2022 02:00:00.000 GMT-0800,1.26707,1.27196,1.26635,1.26739,41952.8603
27.01.2022 06:00:00.000 GMT-0800,1.26739,1.27389,1.26505,1.27317,57371.2412
27.01.2022 10:00:00.000 GMT-0800,1.27318,1.27485,1.27186,1.27450,35369.0007
27.01.2022 14:00:00.000 GMT-0800,1.27450,1.27487,1.27285,1.27319,19134.9205
27.01.2022 18:00:00.000 GMT-0800,1.27318,1.27366,1.27136,1.27181,21672.8701
27.01.2022 22:00:00.000 GMT-0800,1.27183,1.27796,1.27155,1.27789,38908.0098
28.01.2022 02:00:00.000 GMT-0800,1.27790,1.27974,1.27498,1.27589,41797.6011
28.01.2022 06:00:00.000 GMT-0800,1.27589,1.27836,1.27483,1.27836,55946.890699999996
28.01.2022 10:00:00.000 GMT-0800,1.27835,1.27958,1.27622,1.27733,33627.5001
28.01.2022 14:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
28.01.2022 18:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
28.01.2022 22:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
29.01.2022 02:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
29.01.2022 06:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
29.01.2022 10:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
29.01.2022 14:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
29.01.2022 18:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
29.01.2022 22:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
30.01.2022 02:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
30.01.2022 06:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
30.01.2022 10:00:00.000 GMT-0800,1.27733,1.27733,1.27733,1.27733,0
30.01.2022 14:00:00.000 GMT-0800,1.27769,1.27796,1.27463,1.27468,14582.1496
30.01.2022 18:00:00.000 GMT-0800,1.27470,1.27503,1.27319,1.27324,12477.959900000002
30.01.2022 22:00:00.000 GMT-0800,1.27324,1.27357,1.27210,1.27333,25922.6397
31.01.2022 02:00:00.000 GMT-0800,1.27333,1.27761,1.27304,1.27402,26234.3101
31.01.2022 06:00:00.000 GMT-0800,1.27403,1.27668,1.26827,1.26981,43775.3691
31.01.2022 10:00:00.000 GMT-0800,1.26984,1.27192,1.26907,1.27096,19443.03
31.01.2022 14:00:00.000 GMT-0800,1.27096,1.27191,1.27059,1.27145,2760.4037013700804
31.01.2022 18:00:00.000 GMT-0800,1.27146,1.27213,1.26947,1.26971,0.011660419999999908
01.02.2022 02:00:00.000 GMT-0800,1.26767,1.27068,1.26714,1.26916,0.017968869999999245
01.02.2022 06:00:00.000 GMT-0800,1.26916,1.27272,1.26788,1.26841,0.027831869999995443
01.02.2022 10:00:00.000 GMT-0800,1.26876,1.26924,1.26815,1.26922,0.002105089999999994
01.02.2022 14:00:00.000 GMT-0800,1.26924,1.26941,1.26805,1.26827,0.007037479999999434
01.02.2022 18:00:00.000 GMT-0800,1.26829,1.26953,1.26761,1.26926,0.0022559199999999725
01.02.2022 22:00:00.000 GMT-0800,1.26838,1.27000,1.26773,1.26867,0.018594099999999513
02.02.2022 02:00:00.000 GMT-0800,1.26863,1.26899,1.26733,1.26851,0.005927309999999755
02.02.2022 06:00:00.000 GMT-0800,1.26955,1.27066,1.26766,1.26830,0.027336509999995717
02.02.2022 10:00:00.000 GMT-0800,1.26831,1.26883,1.26632,1.26666,0.006587639999999577
02.02.2022 14:00:00.000 GMT-0800,1.26878,1.26885,1.26745,1.26836,7050.219999999998
02.02.2022 18:00:00.000 GMT-0800,1.26836,1.26864,1.26739,1.26847,9863.969999999992
02.02.2022 22:00:00.000 GMT-0800,1.26845,1.27111,1.26794,1.27103,16811.270000000008
03.02.2022 02:00:00.000 GMT-0800,1.27102,1.27162,1.26830,1.26899,30067.139999999985
03.02.2022 06:00:00.000 GMT-0800,1.26899,1.26963,1.26618,1.26756,54999.340000000026
03.02.2022 10:00:00.000 GMT-0800,1.26755,1.26942,1.26585,1.26813,17842.639999999992
03.02.2022 14:00:00.000 GMT-0800,1.26827,1.26870,1.26688,1.26808,10668.289999999997
03.02.2022 18:00:00.000 GMT-0800,1.26809,1.26833,1.26636,1.26809,11435.320000000005
03.02.2022 22:00:00.000 GMT-0800,1.26808,1.27165,1.26800,1.27132,23818.280000000002
04.02.2022 02:00:00.000 GMT-0800,1.27131,1.27864,1.27112,1.27778,35108.030000000006
04.02.2022 06:00:00.000 GMT-0800,1.27778,1.27881,1.27527,1.27627,48087.00000000001
04.02.2022 10:00:00.000 GMT-0800,1.27627,1.27704,1.27431,1.27704,16279.119999999992
04.02.2022 14:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
04.02.2022 18:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
04.02.2022 22:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
05.02.2022 02:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
05.02.2022 06:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
05.02.2022 10:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
05.02.2022 14:00:00.000 GMT-0800,1.27704,1.27704,1.27704,1.27704,0
06.02.2022 18:00:00.000 GMT-0800,1.27451,1.27459,1.27279,1.27313,0.007165469999999882
06.02.2022 22:00:00.000 GMT-0800,1.27315,1.27365,1.27089,1.27272,0.020471039999998466
07.02.2022 02:00:00.000 GMT-0800,1.27146,1.27255,1.27029,1.27122,0.0076437199999999286
07.02.2022 06:00:00.000 GMT-0800,1.27122,1.27288,1.26718,1.26886,0.043512890000001615
07.02.2022 14:00:00.000 GMT-0800,1.26719,1.26783,1.26652,1.26736,0.009701089999999966
07.02.2022 18:00:00.000 GMT-0800,1.26737,1.26866,1.26732,1.26840,0.00492547999999986
07.02.2022 22:00:00.000 GMT-0800,1.26928,1.26936,1.26733,1.26842,0.018559489999999287
08.02.2022 02:00:00.000 GMT-0800,1.26843,1.27150,1.26843,1.27124,0.018825519999999627
08.02.2022 10:00:00.000 GMT-0800,1.27020,1.27192,1.26971,1.27108,0.009595919999999593
08.02.2022 14:00:00.000 GMT-0800,1.27108,1.27162,1.27026,1.27039,5123.381909710001
08.02.2022 18:00:00.000 GMT-0800,1.27038,1.27088,1.26894,1.26954,7045.5499999999965
08.02.2022 22:00:00.000 GMT-0800,1.26953,1.27149,1.26917,1.26956,14932.929999999993
09.02.2022 02:00:00.000 GMT-0800,1.26956,1.26984,1.26823,1.26910,14171.269999999999
09.02.2022 06:00:00.000 GMT-0800,1.26910,1.27008,1.26662,1.26700,23428.710000000003
09.02.2022 10:00:00.000 GMT-0800,1.26699,1.26852,1.26658,1.26723,8880.060000000003
09.02.2022 14:00:00.000 GMT-0800,1.26742,1.26871,1.26698,1.26829,7478.920000000001
09.02.2022 18:00:00.000 GMT-0800,1.26830,1.26870,1.26718,1.26773,8402.720000000008
09.02.2022 22:00:00.000 GMT-0800,1.26773,1.26799,1.26655,1.26759,16436.71
10.02.2022 02:00:00.000 GMT-0800,1.26759,1.27157,1.26660,1.27037,22341.599999999995
10.02.2022 06:00:00.000 GMT-0800,1.27038,1.27197,1.26365,1.26657,50016.630000000005
10.02.2022 10:00:00.000 GMT-0800,1.26660,1.27285,1.26627,1.27223,32653.739999999994
10.02.2022 14:00:00.000 GMT-0800,1.27225,1.27515,1.27188,1.27404,3169.959672980442
10.02.2022 18:00:00.000 GMT-0800,1.27405,1.27534,1.27249,1.27426,0.014034210000000038
11.02.2022 02:00:00.000 GMT-0800,1.27298,1.27328,1.26944,1.27108,0.02154453999999865
11.02.2022 10:00:00.000 GMT-0800,1.27421,1.27476,1.27259,1.27417,0.024374729999997666
12.02.2022 14:00:00.000 GMT-0800,1.27417,1.27417,1.27417,1.27417,0
12.02.2022 18:00:00.000 GMT-0800,1.27417,1.27417,1.27417,1.27417,0
12.02.2022 22:00:00.000 GMT-0800,1.27417,1.27417,1.27417,1.27417,0
13.02.2022 02:00:00.000 GMT-0800,1.27417,1.27417,1.27417,1.27417,0
13.02.2022 06:00:00.000 GMT-0800,1.27417,1.27417,1.27417,1.27417,0
13.02.2022 10:00:00.000 GMT-0800,1.27417,1.27417,1.27417,1.27417,0
13.02.2022 14:00:00.000 GMT-0800,1.27406,1.27462,1.27215,1.27414,4435.494158999774
13.02.2022 18:00:00.000 GMT-0800,1.27413,1.27464,1.27275,1.27322,0.012942300000000379
13.02.2022 22:00:00.000 GMT-0800,1.27383,1.27847,1.27381,1.27715,0.024009639999999218
14.02.2022 02:00:00.000 GMT-0800,1.27708,1.27837,1.27390,1.27474,0.026299549999999675
14.02.2022 10:00:00.000 GMT-0800,1.27296,1.27522,1.27202,1.27353,0.03885751999999797
14.02.2022 14:00:00.000 GMT-0800,1.27353,1.27404,1.27242,1.27370,10850.530454279999
14.02.2022 18:00:00.000 GMT-0800,1.27371,1.27542,1.27322,1.27484,17967.579999999998
14.02.2022 22:00:00.000 GMT-0800,1.27485,1.27507,1.27034,1.27036,32352.47999999999
15.02.2022 02:00:00.000 GMT-0800,1.27037,1.27311,1.27018,1.27228,33728.770000000026
15.02.2022 06:00:00.000 GMT-0800,1.27231,1.27752,1.27110,1.27450,33258.91999999999
15.02.2022 10:00:00.000 GMT-0800,1.27450,1.27501,1.27156,1.27197,14192.180000000002
15.02.2022 14:00:00.000 GMT-0800,1.27207,1.27286,1.27163,1.27163,9164.55
15.02.2022 18:00:00.000 GMT-0800,1.27164,1.27233,1.27111,1.27167,7924.020000000002
15.02.2022 22:00:00.000 GMT-0800,1.27168,1.27184,1.26796,1.26834,21440.649999999998
16.02.2022 02:00:00.000 GMT-0800,1.26834,1.26908,1.26645,1.26812,28917.32
16.02.2022 06:00:00.000 GMT-0800,1.26815,1.27050,1.26740,1.26851,32566.879999999997
16.02.2022 10:00:00.000 GMT-0800,1.26852,1.27019,1.26736,1.26928,28242.120000000006
16.02.2022 14:00:00.000 GMT-0800,1.26923,1.26982,1.26807,1.26970,3088.1500000000005
16.02.2022 18:00:00.000 GMT-0800,1.26961,1.27354,1.26897,1.27044,0.03379995999999864
16.02.2022 22:00:00.000 GMT-0800,1.27044,1.27175,1.26967,1.27093,0.007350649999999556
17.02.2022 02:00:00.000 GMT-0800,1.26988,1.27155,1.26933,1.27091,0.010182489999999586
17.02.2022 06:00:00.000 GMT-0800,1.27092,1.27126,1.26752,1.26878,0.042416549999995216
17.02.2022 14:00:00.000 GMT-0800,1.27108,1.27182,1.26953,1.26984,0.01768770999999974
17.02.2022 18:00:00.000 GMT-0800,1.26984,1.27055,1.26937,1.26957,0.007461559999999906
17.02.2022 22:00:00.000 GMT-0800,1.26801,1.26911,1.26790,1.26815,0.00784404999999988
18.02.2022 02:00:00.000 GMT-0800,1.26814,1.27106,1.26809,1.27103,0.02432643999999915
18.02.2022 10:00:00.000 GMT-0800,1.27563,1.27618,1.27375,1.27610,0.021550779999999846
18.02.2022 14:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
18.02.2022 18:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
18.02.2022 22:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
19.02.2022 02:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
19.02.2022 06:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
19.02.2022 10:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
19.02.2022 14:00:00.000 GMT-0800,1.27610,1.27610,1.27610,1.27610,0
20.02.2022 14:00:00.000 GMT-0800,1.27533,1.27636,1.27326,1.27380,15435.323831929996
20.02.2022 18:00:00.000 GMT-0800,1.27380,1.27403,1.27227,1.27246,10834.31
20.02.2022 22:00:00.000 GMT-0800,1.27249,1.27411,1.27225,1.27378,27020.530000000002
21.02.2022 02:00:00.000 GMT-0800,1.27380,1.27575,1.27349,1.27410,28368.080000000005
21.02.2022 06:00:00.000 GMT-0800,1.27411,1.27533,1.27343,1.27509,28412.52999999999
21.02.2022 10:00:00.000 GMT-0800,1.27508,1.27600,1.27454,1.27573,11710.010000000002
21.02.2022 14:00:00.000 GMT-0800,1.27581,1.27666,1.27462,1.27600,22781.980000000007
21.02.2022 18:00:00.000 GMT-0800,1.27602,1.27697,1.27414,1.27423,16146.919999999996
21.02.2022 22:00:00.000 GMT-0800,1.27426,1.27676,1.27314,1.27440,39319.60999999997
22.02.2022 02:00:00.000 GMT-0800,1.27438,1.27438,1.27238,1.27267,30267.269999999993
22.02.2022 06:00:00.000 GMT-0800,1.27272,1.27517,1.27195,1.27502,33032.95999999999
22.02.2022 10:00:00.000 GMT-0800,1.27501,1.27838,1.27468,1.27711,29024.000000000004
22.02.2022 14:00:00.000 GMT-0800,1.27719,1.27739,1.27499,1.27514,2511.6277383501906
22.02.2022 18:00:00.000 GMT-0800,1.27491,1.27530,1.27467,1.27472,0.0024167499999999966
22.02.2022 22:00:00.000 GMT-0800,1.27472,1.27563,1.27058,1.27113,0.019855840000000038
23.02.2022 06:00:00.000 GMT-0800,1.27127,1.27382,1.27091,1.27178,0.02790743000000012
23.02.2022 10:00:00.000 GMT-0800,1.27180,1.27420,1.27180,1.27371,0.012045889999999936
23.02.2022 14:00:00.000 GMT-0800,1.27351,1.27575,1.27326,1.27420,0.017261420000000187
23.02.2022 18:00:00.000 GMT-0800,1.27421,1.27934,1.27401,1.27792,0.05214136999999288
23.02.2022 22:00:00.000 GMT-0800,1.28031,1.28224,1.27860,1.28221,0.036663099999998415
24.02.2022 02:00:00.000 GMT-0800,1.28223,1.28482,1.28112,1.28166,0.04167413999999371
24.02.2022 06:00:00.000 GMT-0800,1.28419,1.28534,1.28318,1.28401,0.012509709999999162
24.02.2022 10:00:00.000 GMT-0800,1.28404,1.28504,1.27922,1.28183,0.049540519999995605
24.02.2022 14:00:00.000 GMT-0800,1.28087,1.28150,1.27916,1.27947,23343.09999999999
24.02.2022 18:00:00.000 GMT-0800,1.27944,1.28030,1.27720,1.27800,28943.34
24.02.2022 22:00:00.000 GMT-0800,1.27795,1.28213,1.27793,1.28092,40116.34999999999
25.02.2022 02:00:00.000 GMT-0800,1.28087,1.28185,1.27543,1.27584,37555.10000000001
25.02.2022 06:00:00.000 GMT-0800,1.27585,1.27968,1.27350,1.27535,47645.73999999999
25.02.2022 10:00:00.000 GMT-0800,1.27535,1.27540,1.26963,1.27031,23821.52000000002
25.02.2022 14:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
25.02.2022 18:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
25.02.2022 22:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
26.02.2022 02:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
26.02.2022 06:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
26.02.2022 10:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
26.02.2022 14:00:00.000 GMT-0800,1.27031,1.27031,1.27031,1.27031,0
27.02.2022 14:00:00.000 GMT-0800,1.27714,1.27823,1.27443,1.27814,0.03599473999999794
27.02.2022 22:00:00.000 GMT-0800,1.27724,1.27897,1.27623,1.27694,0.024934209999999134
28.02.2022 02:00:00.000 GMT-0800,1.27695,1.27711,1.27231,1.27325,0.026887599999998804
28.02.2022 10:00:00.000 GMT-0800,1.26882,1.27064,1.26686,1.26795,0.022296309999998574
28.02.2022 14:00:00.000 GMT-0800,1.26795,1.26801,1.26662,1.26756,6314.63038619
28.02.2022 18:00:00.000 GMT-0800,1.26755,1.26852,1.26686,1.26806,7448.9400000000005
28.02.2022 22:00:00.000 GMT-0800,1.26804,1.26820,1.26541,1.26702,22171.6099
01.03.2022 02:00:00.000 GMT-0800,1.26705,1.26946,1.26653,1.26719,30406.130299999997
01.03.2022 06:00:00.000 GMT-0800,1.26720,1.27300,1.26554,1.27266,51902.1485
01.03.2022 10:00:00.000 GMT-0800,1.27267,1.27507,1.27246,1.27453,28138.699500000002
01.03.2022 14:00:00.000 GMT-0800,1.27462,1.27490,1.27170,1.27223,12354.399899999999
01.03.2022 18:00:00.000 GMT-0800,1.27222,1.27309,1.27154,1.27218,10841.1499
01.03.2022 22:00:00.000 GMT-0800,1.27219,1.27459,1.27042,1.27101,44692.9301
02.03.2022 02:00:00.000 GMT-0800,1.27103,1.27202,1.26848,1.26912,38133.5909
02.03.2022 06:00:00.000 GMT-0800,1.26913,1.27096,1.26496,1.26657,60030.3594
02.03.2022 10:00:00.000 GMT-0800,1.26653,1.26687,1.26285,1.26326,19414.300199999998
02.03.2022 14:00:00.000 GMT-0800,1.26332,1.26554,1.26307,1.26487,9515.3701
02.03.2022 18:00:00.000 GMT-0800,1.26484,1.26557,1.26256,1.26294,10115.7098
02.03.2022 22:00:00.000 GMT-0800,1.26295,1.26305,1.25876,1.26261,24966.9204
03.03.2022 02:00:00.000 GMT-0800,1.26259,1.26450,1.26205,1.26408,26640.3998
03.03.2022 06:00:00.000 GMT-0800,1.26406,1.26933,1.26273,1.26783,53592.260800000004
03.03.2022 10:00:00.000 GMT-0800,1.26785,1.26920,1.26683,1.26825,26807.3293
03.03.2022 14:00:00.000 GMT-0800,1.26833,1.27232,1.26705,1.26871,32389.2802
03.03.2022 18:00:00.000 GMT-0800,1.26871,1.27034,1.26816,1.26936,20224.8603
03.03.2022 22:00:00.000 GMT-0800,1.26937,1.27324,1.26887,1.27317,35257.400499999996
04.03.2022 02:00:00.000 GMT-0800,1.27317,1.27911,1.27157,1.27711,34431.8004
04.03.2022 06:00:00.000 GMT-0800,1.27711,1.27926,1.27259,1.27311,51468.690500000004
04.03.2022 10:00:00.000 GMT-0800,1.27310,1.27467,1.27138,1.27355,31598.029899999998
04.03.2022 14:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
04.03.2022 18:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
04.03.2022 22:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
05.03.2022 02:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
05.03.2022 06:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
05.03.2022 10:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
05.03.2022 14:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
05.03.2022 18:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
05.03.2022 22:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
06.03.2022 02:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
06.03.2022 06:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
06.03.2022 10:00:00.000 GMT-0800,1.27355,1.27355,1.27355,1.27355,0
06.03.2022 14:00:00.000 GMT-0800,1.27301,1.27588,1.27139,1.27234,31580.1498
06.03.2022 18:00:00.000 GMT-0800,1.27234,1.27302,1.27023,1.27123,33276.189
06.03.2022 22:00:00.000 GMT-0800,1.27125,1.27303,1.26860,1.27126,43897.8506
07.03.2022 02:00:00.000 GMT-0800,1.27126,1.27423,1.27026,1.27379,61703.692500000005
07.03.2022 06:00:00.000 GMT-0800,1.27379,1.27939,1.27294,1.27897,64662.25
07.03.2022 10:00:00.000 GMT-0800,1.27897,1.28220,1.27775,1.28219,28613.990099999995
07.03.2022 14:00:00.000 GMT-0800,1.28220,1.28226,1.27987,1.28084,19242.4497
07.03.2022 18:00:00.000 GMT-0800,1.28083,1.28304,1.27969,1.28257,23131.3696
07.03.2022 22:00:00.000 GMT-0800,1.28257,1.28375,1.28074,1.28297,46102.600099999996
08.03.2022 02:00:00.000 GMT-0800,1.28299,1.28446,1.28074,1.28274,35745.6797
08.03.2022 06:00:00.000 GMT-0800,1.28273,1.29015,1.28207,1.28840,73236.5401
08.03.2022 10:00:00.000 GMT-0800,1.28839,1.28976,1.28612,1.28910,44415.2305
08.03.2022 14:00:00.000 GMT-0800,1.28906,1.28973,1.28689,1.28730,15829.4696
08.03.2022 18:00:00.000 GMT-0800,1.28729,1.28933,1.28679,1.28831,22117
08.03.2022 22:00:00.000 GMT-0800,1.28830,1.28834,1.28262,1.28263,36325.1997
09.03.2022 02:00:00.000 GMT-0800,1.28265,1.28455,1.28067,1.28251,37300.1797
09.03.2022 06:00:00.000 GMT-0800,1.28251,1.28379,1.28043,1.28174,52205.0391
09.03.2022 10:00:00.000 GMT-0800,1.28170,1.28360,1.28065,1.28118,20979.019800000002
